black_method,white_method,black_score,white_score,black_read_goal,white_read_goal,seed
oseroAI,nHand,28,36,1,1,50
oseroAI,nHand,21,43,1,1,51
oseroAI,nHand,24,40,1,1,52
oseroAI,nHand,36,28,1,1,53
oseroAI,nHand,24,40,1,1,54
oseroAI,nHand,25,39,1,1,55
oseroAI,nHand,23,41,1,1,56
oseroAI,nHand,27,37,1,1,57
oseroAI,nHand,28,36,1,1,58
oseroAI,nHand,17,47,1,1,59
oseroAI,nHand,26,38,1,1,60
oseroAI,nHand,35,29,1,1,61
oseroAI,nHand,17,47,1,1,62
oseroAI,nHand,41,23,1,1,63
oseroAI,nHand,21,43,1,1,64
oseroAI,nHand,18,46,1,1,65
oseroAI,nHand,39,25,1,1,66
oseroAI,nHand,26,37,1,1,67
oseroAI,nHand,33,31,1,1,68
oseroAI,nHand,34,30,1,1,69
oseroAI,nHand,38,26,1,1,70
oseroAI,nHand,27,37,1,1,71
oseroAI,nHand,16,48,1,1,72
oseroAI,nHand,45,19,1,1,73
oseroAI,nHand,24,40,1,1,74
oseroAI,nHand,42,22,1,1,75
oseroAI,nHand,31,33,1,1,76
oseroAI,nHand,28,36,1,1,77
oseroAI,nHand,17,47,1,1,78
oseroAI,nHand,38,26,1,1,79
oseroAI,nHand,49,15,1,1,80
oseroAI,nHand,43,21,1,1,81
oseroAI,nHand,44,20,1,1,82
oseroAI,nHand,38,26,1,1,83
oseroAI,nHand,37,27,1,1,84
oseroAI,nHand,26,38,1,1,85
oseroAI,nHand,29,35,1,1,86
oseroAI,nHand,37,27,1,1,87
oseroAI,nHand,0,30,1,1,88
oseroAI,nHand,18,46,1,1,89
oseroAI,nHand,42,22,1,1,90
oseroAI,nHand,22,42,1,1,91
oseroAI,nHand,42,22,1,1,92
oseroAI,nHand,17,47,1,1,93
oseroAI,nHand,24,40,1,1,94
oseroAI,nHand,21,43,1,1,95
oseroAI,nHand,43,21,1,1,96
oseroAI,nHand,10,54,1,1,97
oseroAI,nHand,17,47,1,1,98
oseroAI,nHand,38,26,1,1,99
oseroAI,nHand,16,48,1,2,0
oseroAI,nHand,16,48,1,2,1
oseroAI,nHand,16,48,1,2,2
oseroAI,nHand,16,48,1,2,3
oseroAI,nHand,16,48,1,2,4
oseroAI,nHand,16,48,1,2,5
oseroAI,nHand,16,48,1,2,6
oseroAI,nHand,16,48,1,2,7
oseroAI,nHand,16,48,1,2,8
oseroAI,nHand,16,48,1,2,9
oseroAI,nHand,16,48,1,2,10
oseroAI,nHand,16,48,1,2,11
oseroAI,nHand,16,48,1,2,12
oseroAI,nHand,16,48,1,2,13
oseroAI,nHand,16,48,1,2,14
oseroAI,nHand,16,48,1,2,15
oseroAI,nHand,16,48,1,2,16
oseroAI,nHand,16,48,1,2,17
oseroAI,nHand,16,48,1,2,18
oseroAI,nHand,16,48,1,2,19
oseroAI,nHand,16,48,1,2,20
oseroAI,nHand,16,48,1,2,21
oseroAI,nHand,16,48,1,2,22
oseroAI,nHand,16,48,1,2,23
oseroAI,nHand,16,48,1,2,24
oseroAI,nHand,16,48,1,2,25
oseroAI,nHand,16,48,1,2,26
oseroAI,nHand,16,48,1,2,27
oseroAI,nHand,16,48,1,2,28
oseroAI,nHand,16,48,1,2,29
oseroAI,nHand,16,48,1,2,30
oseroAI,nHand,16,48,1,2,31
oseroAI,nHand,16,48,1,2,32
oseroAI,nHand,16,48,1,2,33
oseroAI,nHand,16,48,1,2,34
oseroAI,nHand,16,48,1,2,35
oseroAI,nHand,16,48,1,2,36
oseroAI,nHand,16,48,1,2,37
oseroAI,nHand,16,48,1,2,38
oseroAI,nHand,16,48,1,2,39
oseroAI,nHand,16,48,1,2,40
oseroAI,nHand,16,48,1,2,41
oseroAI,nHand,16,48,1,2,42
oseroAI,nHand,16,48,1,2,43
oseroAI,nHand,16,48,1,2,44
oseroAI,nHand,16,48,1,2,45
oseroAI,nHand,16,48,1,2,46
oseroAI,nHand,16,48,1,2,47
oseroAI,nHand,16,48,1,2,48
oseroAI,nHand,16,48,1,2,49
oseroAI,nHand,16,48,1,2,50
oseroAI,nHand,16,48,1,2,51
oseroAI,nHand,16,48,1,2,52
oseroAI,nHand,16,48,1,2,53
oseroAI,nHand,16,48,1,2,54
oseroAI,nHand,16,48,1,2,55
oseroAI,nHand,16,48,1,2,56
oseroAI,nHand,16,48,1,2,57
oseroAI,nHand,16,48,1,2,58
oseroAI,nHand,16,48,1,2,59
oseroAI,nHand,16,48,1,2,60
oseroAI,nHand,16,48,1,2,61
oseroAI,nHand,16,48,1,2,62
oseroAI,nHand,16,48,1,2,63
oseroAI,nHand,16,48,1,2,64
oseroAI,nHand,16,48,1,2,65
oseroAI,nHand,16,48,1,2,66
oseroAI,nHand,16,48,1,2,67
oseroAI,nHand,16,48,1,2,68
oseroAI,nHand,16,48,1,2,69
oseroAI,nHand,16,48,1,2,70
oseroAI,nHand,16,48,1,2,71
oseroAI,nHand,16,48,1,2,72
oseroAI,nHand,16,48,1,2,73
oseroAI,nHand,16,48,1,2,74
oseroAI,nHand,16,48,1,2,75
oseroAI,nHand,16,48,1,2,76
oseroAI,nHand,16,48,1,2,77
oseroAI,nHand,16,48,1,2,78
oseroAI,nHand,16,48,1,2,79
oseroAI,nHand,16,48,1,2,80
oseroAI,nHand,16,48,1,2,81
oseroAI,nHand,16,48,1,2,82
oseroAI,nHand,16,48,1,2,83
oseroAI,nHand,16,48,1,2,84
oseroAI,nHand,16,48,1,2,85
oseroAI,nHand,16,48,1,2,86
oseroAI,nHand,16,48,1,2,87
oseroAI,nHand,16,48,1,2,88
oseroAI,nHand,16,48,1,2,89
oseroAI,nHand,16,48,1,2,90
oseroAI,nHand,16,48,1,2,91
oseroAI,nHand,16,48,1,2,92
oseroAI,nHand,16,48,1,2,93
oseroAI,nHand,16,48,1,2,94
oseroAI,nHand,16,48,1,2,95
oseroAI,nHand,16,48,1,2,96
oseroAI,nHand,16,48,1,2,97
oseroAI,nHand,16,48,1,2,98
oseroAI,nHand,16,48,1,2,99
oseroAI,nHandCustom,24,40,1,1,0
oseroAI,nHandCustom,33,31,1,1,1
oseroAI,nHandCustom,20,44,1,1,2
oseroAI,nHandCustom,24,40,1,1,3
oseroAI,nHandCustom,36,28,1,1,4
oseroAI,nHandCustom,29,35,1,1,5
oseroAI,nHandCustom,21,43,1,1,6
oseroAI,nHandCustom,24,40,1,1,7
oseroAI,nHandCustom,20,44,1,1,8
oseroAI,nHandCustom,20,44,1,1,9
oseroAI,nHandCustom,17,47,1,1,10
oseroAI,nHandCustom,24,40,1,1,11
oseroAI,nHandCustom,17,47,1,1,12
oseroAI,nHandCustom,29,35,1,1,13
oseroAI,nHandCustom,25,39,1,1,14
oseroAI,nHandCustom,17,47,1,1,15
oseroAI,nHandCustom,36,28,1,1,16
oseroAI,nHandCustom,32,32,1,1,17
oseroAI,nHandCustom,21,43,1,1,18
oseroAI,nHandCustom,21,43,1,1,19
oseroAI,nHandCustom,36,28,1,1,20
oseroAI,nHandCustom,20,44,1,1,21
oseroAI,nHandCustom,25,39,1,1,22
oseroAI,nHandCustom,24,40,1,1,23
oseroAI,nHandCustom,36,28,1,1,24
oseroAI,nHandCustom,25,39,1,1,25
oseroAI,nHandCustom,32,32,1,1,26
oseroAI,nHandCustom,21,43,1,1,27
oseroAI,nHandCustom,36,28,1,1,28
oseroAI,nHandCustom,33,31,1,1,29
oseroAI,nHandCustom,20,44,1,1,30
oseroAI,nHandCustom,24,40,1,1,31
oseroAI,nHandCustom,29,35,1,1,32
oseroAI,nHandCustom,17,47,1,1,33
oseroAI,nHandCustom,24,40,1,1,34
oseroAI,nHandCustom,17,47,1,1,35
oseroAI,nHandCustom,29,35,1,1,36
oseroAI,nHandCustom,20,44,1,1,37
oseroAI,nHandCustom,17,47,1,1,38
oseroAI,nHandCustom,17,47,1,1,39
oseroAI,nHandCustom,29,35,1,1,40
oseroAI,nHandCustom,21,43,1,1,41
oseroAI,nHandCustom,17,47,1,1,42
oseroAI,nHandCustom,17,47,1,1,43
oseroAI,nHandCustom,29,35,1,1,44
oseroAI,nHandCustom,21,43,1,1,45
oseroAI,nHandCustom,20,44,1,1,46
oseroAI,nHandCustom,17,47,1,1,47
oseroAI,nHandCustom,17,47,1,1,48
oseroAI,nHandCustom,21,43,1,1,49
oseroAI,nHandCustom,17,47,1,1,50
oseroAI,nHandCustom,24,40,1,1,51
oseroAI,nHandCustom,24,40,1,1,52
oseroAI,nHandCustom,21,43,1,1,53
oseroAI,nHandCustom,24,40,1,1,54
oseroAI,nHandCustom,20,44,1,1,55
oseroAI,nHandCustom,29,35,1,1,56
oseroAI,nHandCustom,25,39,1,1,57
oseroAI,nHandCustom,21,43,1,1,58
oseroAI,nHandCustom,17,47,1,1,59
oseroAI,nHandCustom,24,40,1,1,60
oseroAI,nHandCustom,32,32,1,1,61
oseroAI,nHandCustom,24,40,1,1,62
oseroAI,nHandCustom,24,40,1,1,63
oseroAI,nHandCustom,24,40,1,1,64
oseroAI,nHandCustom,33,31,1,1,65
oseroAI,nHandCustom,17,47,1,1,66
oseroAI,nHandCustom,21,43,1,1,67
oseroAI,nHandCustom,36,28,1,1,68
oseroAI,nHandCustom,20,44,1,1,69
oseroAI,nHandCustom,21,43,1,1,70
oseroAI,nHandCustom,29,35,1,1,71
oseroAI,nHandCustom,36,28,1,1,72
oseroAI,nHandCustom,25,39,1,1,73
oseroAI,nHandCustom,21,43,1,1,74
oseroAI,nHandCustom,36,28,1,1,75
oseroAI,nHandCustom,20,44,1,1,76
oseroAI,nHandCustom,17,47,1,1,77
oseroAI,nHandCustom,17,47,1,1,78
oseroAI,nHandCustom,21,43,1,1,79
oseroAI,nHandCustom,29,35,1,1,80
oseroAI,nHandCustom,36,28,1,1,81
oseroAI,nHandCustom,21,43,1,1,82
oseroAI,nHandCustom,21,43,1,1,83
oseroAI,nHandCustom,36,28,1,1,84
oseroAI,nHandCustom,36,28,1,1,85
oseroAI,nHandCustom,21,43,1,1,86
oseroAI,nHandCustom,17,47,1,1,87
oseroAI,nHandCustom,29,35,1,1,88
oseroAI,nHandCustom,36,28,1,1,89
oseroAI,nHandCustom,25,39,1,1,90
oseroAI,nHandCustom,21,43,1,1,91
oseroAI,nHandCustom,36,28,1,1,92
oseroAI,nHandCustom,36,28,1,1,93
oseroAI,nHandCustom,32,32,1,1,94
oseroAI,nHandCustom,21,43,1,1,95
oseroAI,nHandCustom,20,44,1,1,96
oseroAI,nHandCustom,25,39,1,1,97
oseroAI,nHandCustom,21,43,1,1,98
oseroAI,nHandCustom,24,40,1,1,99
oseroAI,nHandCustom,23,41,1,2,0
oseroAI,nHandCustom,23,41,1,2,1
oseroAI,nHandCustom,23,41,1,2,2
oseroAI,nHandCustom,23,41,1,2,3
oseroAI,nHandCustom,23,41,1,2,4
oseroAI,nHandCustom,23,41,1,2,5
oseroAI,nHandCustom,23,41,1,2,6
oseroAI,nHandCustom,23,41,1,2,7
oseroAI,nHandCustom,23,41,1,2,8
oseroAI,nHandCustom,23,41,1,2,9
oseroAI,nHandCustom,23,41,1,2,10
oseroAI,nHandCustom,23,41,1,2,11
oseroAI,nHandCustom,23,41,1,2,12
oseroAI,nHandCustom,23,41,1,2,13
oseroAI,nHandCustom,23,41,1,2,14
oseroAI,nHandCustom,23,41,1,2,15
oseroAI,nHandCustom,23,41,1,2,16
oseroAI,nHandCustom,23,41,1,2,17
oseroAI,nHandCustom,23,41,1,2,18
oseroAI,nHandCustom,23,41,1,2,19
oseroAI,nHandCustom,23,41,1,2,20
oseroAI,nHandCustom,23,41,1,2,21
oseroAI,nHandCustom,23,41,1,2,22
oseroAI,nHandCustom,23,41,1,2,23
oseroAI,nHandCustom,23,41,1,2,24
oseroAI,nHandCustom,23,41,1,2,25
oseroAI,nHandCustom,23,41,1,2,26
oseroAI,nHandCustom,23,41,1,2,27
oseroAI,nHandCustom,23,41,1,2,28
oseroAI,nHandCustom,23,41,1,2,29
oseroAI,nHandCustom,23,41,1,2,30
oseroAI,nHandCustom,23,41,1,2,31
oseroAI,nHandCustom,23,41,1,2,32
oseroAI,nHandCustom,23,41,1,2,33
oseroAI,nHandCustom,23,41,1,2,34
oseroAI,nHandCustom,23,41,1,2,35
oseroAI,nHandCustom,23,41,1,2,36
oseroAI,nHandCustom,23,41,1,2,37
oseroAI,nHandCustom,23,41,1,2,38
oseroAI,nHandCustom,23,41,1,2,39
oseroAI,nHandCustom,23,41,1,2,40
oseroAI,nHandCustom,23,41,1,2,41
oseroAI,nHandCustom,23,41,1,2,42
oseroAI,nHandCustom,23,41,1,2,43
oseroAI,nHandCustom,23,41,1,2,44
oseroAI,nHandCustom,23,41,1,2,45
oseroAI,nHandCustom,23,41,1,2,46
oseroAI,nHandCustom,23,41,1,2,47
oseroAI,nHandCustom,23,41,1,2,48
oseroAI,nHandCustom,23,41,1,2,49
oseroAI,nHandCustom,23,41,1,2,50
oseroAI,nHandCustom,23,41,1,2,51
oseroAI,nHandCustom,23,41,1,2,52
oseroAI,nHandCustom,23,41,1,2,53
oseroAI,nHandCustom,23,41,1,2,54
oseroAI,nHandCustom,23,41,1,2,55
oseroAI,nHandCustom,23,41,1,2,56
oseroAI,nHandCustom,23,41,1,2,57
oseroAI,nHandCustom,23,41,1,2,58
oseroAI,nHandCustom,23,41,1,2,59
oseroAI,nHandCustom,23,41,1,2,60
oseroAI,nHandCustom,23,41,1,2,61
oseroAI,nHandCustom,23,41,1,2,62
oseroAI,nHandCustom,23,41,1,2,63
oseroAI,nHandCustom,23,41,1,2,64
oseroAI,nHandCustom,23,41,1,2,65
oseroAI,nHandCustom,23,41,1,2,66
oseroAI,nHandCustom,23,41,1,2,67
oseroAI,nHandCustom,23,41,1,2,68
oseroAI,nHandCustom,23,41,1,2,69
oseroAI,nHandCustom,23,41,1,2,70
oseroAI,nHandCustom,23,41,1,2,71
oseroAI,nHandCustom,23,41,1,2,72
oseroAI,nHandCustom,23,41,1,2,73
oseroAI,nHandCustom,23,41,1,2,74
oseroAI,nHandCustom,23,41,1,2,75
oseroAI,nHandCustom,23,41,1,2,76
oseroAI,nHandCustom,23,41,1,2,77
oseroAI,nHandCustom,23,41,1,2,78
oseroAI,nHandCustom,23,41,1,2,79
oseroAI,nHandCustom,23,41,1,2,80
oseroAI,nHandCustom,23,41,1,2,81
oseroAI,nHandCustom,23,41,1,2,82
oseroAI,nHandCustom,23,41,1,2,83
oseroAI,nHandCustom,23,41,1,2,84
oseroAI,nHandCustom,23,41,1,2,85
oseroAI,nHandCustom,23,41,1,2,86
oseroAI,nHandCustom,23,41,1,2,87
oseroAI,nHandCustom,23,41,1,2,88
oseroAI,nHandCustom,23,41,1,2,89
oseroAI,nHandCustom,23,41,1,2,90
oseroAI,nHandCustom,23,41,1,2,91
oseroAI,nHandCustom,23,41,1,2,92
oseroAI,nHandCustom,23,41,1,2,93
oseroAI,nHandCustom,23,41,1,2,94
oseroAI,nHandCustom,23,41,1,2,95
oseroAI,nHandCustom,23,41,1,2,96
oseroAI,nHandCustom,23,41,1,2,97
oseroAI,nHandCustom,23,41,1,2,98
oseroAI,nHandCustom,23,41,1,2,99
oseroAI,nLeast,10,54,1,1,0
oseroAI,nLeast,9,55,1,1,1
oseroAI,nLeast,4,55,1,1,2
oseroAI,nLeast,2,62,1,1,3
oseroAI,nLeast,9,55,1,1,4
oseroAI,nLeast,1,63,1,1,5
oseroAI,nLeast,4,54,1,1,6
oseroAI,nLeast,18,44,1,1,7
oseroAI,nLeast,1,61,1,1,8
oseroAI,nLeast,0,51,1,1,9
oseroAI,nLeast,29,35,1,1,10
oseroAI,nLeast,23,41,1,1,11
oseroAI,nLeast,12,52,1,1,12
oseroAI,nLeast,4,55,1,1,13
oseroAI,nLeast,0,52,1,1,14
oseroAI,nLeast,4,58,1,1,15
oseroAI,nLeast,18,46,1,1,16
oseroAI,nLeast,13,50,1,1,17
oseroAI,nLeast,14,50,1,1,18
oseroAI,nLeast,5,57,1,1,19
oseroAI,nLeast,9,55,1,1,20
oseroAI,nLeast,0,56,1,1,21
oseroAI,nLeast,5,59,1,1,22
oseroAI,nLeast,4,57,1,1,23
oseroAI,nLeast,19,45,1,1,24
oseroAI,nLeast,0,52,1,1,25
oseroAI,nLeast,12,52,1,1,26
oseroAI,nLeast,5,56,1,1,27
oseroAI,nLeast,9,55,1,1,28
oseroAI,nLeast,0,57,1,1,29
oseroAI,nLeast,0,52,1,1,30
oseroAI,nLeast,29,35,1,1,31
oseroAI,nLeast,3,58,1,1,32
oseroAI,nLeast,52,12,1,1,33
oseroAI,nLeast,16,48,1,1,34
oseroAI,nLeast,5,57,1,1,35
oseroAI,nLeast,16,46,1,1,36
oseroAI,nLeast,0,54,1,1,37
oseroAI,nLeast,10,54,1,1,38
oseroAI,nLeast,5,59,1,1,39
oseroAI,nLeast,30,34,1,1,40
oseroAI,nLeast,17,47,1,1,41
oseroAI,nLeast,0,54,1,1,42
oseroAI,nLeast,1,58,1,1,43
oseroAI,nLeast,52,12,1,1,44
oseroAI,nLeast,31,33,1,1,45
oseroAI,nLeast,0,58,1,1,46
oseroAI,nLeast,0,52,1,1,47
oseroAI,nLeast,13,51,1,1,48
oseroAI,nLeast,34,30,1,1,49
oseroAI,nLeast,11,53,1,1,50
oseroAI,nLeast,12,52,1,1,51
oseroAI,nLeast,8,56,1,1,52
oseroAI,nLeast,0,52,1,1,53
oseroAI,nLeast,23,41,1,1,54
oseroAI,nLeast,20,44,1,1,55
oseroAI,nLeast,4,55,1,1,56
oseroAI,nLeast,27,37,1,1,57
oseroAI,nLeast,33,31,1,1,58
oseroAI,nLeast,4,60,1,1,59
oseroAI,nLeast,7,54,1,1,60
oseroAI,nLeast,23,41,1,1,61
oseroAI,nLeast,3,55,1,1,62
oseroAI,nLeast,0,52,1,1,63
oseroAI,nLeast,1,53,1,1,64
oseroAI,nLeast,9,55,1,1,65
oseroAI,nLeast,0,51,1,1,66
oseroAI,nLeast,19,45,1,1,67
oseroAI,nLeast,0,57,1,1,68
oseroAI,nLeast,0,51,1,1,69
oseroAI,nLeast,28,36,1,1,70
oseroAI,nLeast,32,32,1,1,71
oseroAI,nLeast,0,47,1,1,72
oseroAI,nLeast,0,59,1,1,73
oseroAI,nLeast,12,50,1,1,74
oseroAI,nLeast,0,54,1,1,75
oseroAI,nLeast,9,55,1,1,76
oseroAI,nLeast,26,38,1,1,77
oseroAI,nLeast,19,45,1,1,78
oseroAI,nLeast,0,59,1,1,79
oseroAI,nLeast,6,58,1,1,80
oseroAI,nLeast,5,59,1,1,81
oseroAI,nLeast,0,53,1,1,82
oseroAI,nLeast,4,55,1,1,83
oseroAI,nLeast,5,59,1,1,84
oseroAI,nLeast,11,53,1,1,85
oseroAI,nLeast,9,55,1,1,86
oseroAI,nLeast,21,43,1,1,87
oseroAI,nLeast,18,45,1,1,88
oseroAI,nLeast,14,50,1,1,89
oseroAI,nLeast,0,56,1,1,90
oseroAI,nLeast,52,12,1,1,91
oseroAI,nLeast,19,45,1,1,92
oseroAI,nLeast,0,47,1,1,93
oseroAI,nLeast,5,56,1,1,94
oseroAI,nLeast,11,53,1,1,95
oseroAI,nLeast,18,44,1,1,96
oseroAI,nLeast,0,52,1,1,97
oseroAI,nLeast,14,50,1,1,98
oseroAI,nLeast,0,56,1,1,99
oseroAI,nLeast,4,54,1,2,0
oseroAI,nLeast,9,55,1,2,1
oseroAI,nLeast,4,55,1,2,2
oseroAI,nLeast,4,60,1,2,3
oseroAI,nLeast,9,55,1,2,4
oseroAI,nLeast,5,59,1,2,5
oseroAI,nLeast,4,54,1,2,6
oseroAI,nLeast,19,45,1,2,7
oseroAI,nLeast,5,59,1,2,8
oseroAI,nLeast,0,51,1,2,9
oseroAI,nLeast,28,36,1,2,10
oseroAI,nLeast,17,47,1,2,11
oseroAI,nLeast,19,45,1,2,12
oseroAI,nLeast,4,55,1,2,13
oseroAI,nLeast,0,52,1,2,14
oseroAI,nLeast,14,50,1,2,15
oseroAI,nLeast,18,46,1,2,16
oseroAI,nLeast,21,43,1,2,17
oseroAI,nLeast,6,58,1,2,18
oseroAI,nLeast,5,57,1,2,19
oseroAI,nLeast,9,55,1,2,20
oseroAI,nLeast,0,56,1,2,21
oseroAI,nLeast,1,62,1,2,22
oseroAI,nLeast,14,50,1,2,23
oseroAI,nLeast,21,43,1,2,24
oseroAI,nLeast,0,52,1,2,25
oseroAI,nLeast,7,56,1,2,26
oseroAI,nLeast,5,56,1,2,27
oseroAI,nLeast,12,52,1,2,28
oseroAI,nLeast,0,57,1,2,29
oseroAI,nLeast,0,52,1,2,30
oseroAI,nLeast,28,36,1,2,31
oseroAI,nLeast,6,57,1,2,32
oseroAI,nLeast,52,12,1,2,33
oseroAI,nLeast,12,52,1,2,34
oseroAI,nLeast,5,57,1,2,35
oseroAI,nLeast,19,45,1,2,36
oseroAI,nLeast,0,54,1,2,37
oseroAI,nLeast,10,54,1,2,38
oseroAI,nLeast,1,62,1,2,39
oseroAI,nLeast,26,38,1,2,40
oseroAI,nLeast,21,43,1,2,41
oseroAI,nLeast,0,54,1,2,42
oseroAI,nLeast,1,58,1,2,43
oseroAI,nLeast,52,12,1,2,44
oseroAI,nLeast,31,33,1,2,45
oseroAI,nLeast,0,58,1,2,46
oseroAI,nLeast,0,52,1,2,47
oseroAI,nLeast,17,47,1,2,48
oseroAI,nLeast,28,36,1,2,49
oseroAI,nLeast,21,43,1,2,50
oseroAI,nLeast,11,53,1,2,51
oseroAI,nLeast,11,53,1,2,52
oseroAI,nLeast,0,52,1,2,53
oseroAI,nLeast,19,45,1,2,54
oseroAI,nLeast,21,43,1,2,55
oseroAI,nLeast,4,55,1,2,56
oseroAI,nLeast,22,42,1,2,57
oseroAI,nLeast,32,32,1,2,58
oseroAI,nLeast,8,56,1,2,59
oseroAI,nLeast,7,54,1,2,60
oseroAI,nLeast,19,45,1,2,61
oseroAI,nLeast,4,58,1,2,62
oseroAI,nLeast,0,52,1,2,63
oseroAI,nLeast,2,61,1,2,64
oseroAI,nLeast,9,55,1,2,65
oseroAI,nLeast,0,51,1,2,66
oseroAI,nLeast,19,45,1,2,67
oseroAI,nLeast,0,57,1,2,68
oseroAI,nLeast,0,51,1,2,69
oseroAI,nLeast,28,36,1,2,70
oseroAI,nLeast,28,36,1,2,71
oseroAI,nLeast,0,47,1,2,72
oseroAI,nLeast,11,53,1,2,73
oseroAI,nLeast,12,50,1,2,74
oseroAI,nLeast,0,54,1,2,75
oseroAI,nLeast,9,55,1,2,76
oseroAI,nLeast,26,38,1,2,77
oseroAI,nLeast,29,35,1,2,78
oseroAI,nLeast,0,59,1,2,79
oseroAI,nLeast,11,53,1,2,80
oseroAI,nLeast,10,54,1,2,81
oseroAI,nLeast,0,53,1,2,82
oseroAI,nLeast,4,55,1,2,83
oseroAI,nLeast,6,58,1,2,84
oseroAI,nLeast,10,54,1,2,85
oseroAI,nLeast,10,54,1,2,86
oseroAI,nLeast,24,40,1,2,87
oseroAI,nLeast,18,46,1,2,88
oseroAI,nLeast,14,50,1,2,89
oseroAI,nLeast,0,56,1,2,90
oseroAI,nLeast,52,12,1,2,91
oseroAI,nLeast,14,50,1,2,92
oseroAI,nLeast,0,47,1,2,93
oseroAI,nLeast,5,56,1,2,94
oseroAI,nLeast,11,53,1,2,95
oseroAI,nLeast,19,45,1,2,96
oseroAI,nLeast,0,52,1,2,97
oseroAI,nLeast,16,47,1,2,98
oseroAI,nLeast,0,56,1,2,99
oseroAI,nMost,22,42,1,1,0
oseroAI,nMost,16,48,1,1,1
oseroAI,nMost,36,28,1,1,2
oseroAI,nMost,32,32,1,1,3
oseroAI,nMost,27,37,1,1,4
oseroAI,nMost,24,40,1,1,5
oseroAI,nMost,36,28,1,1,6
oseroAI,nMost,34,30,1,1,7
oseroAI,nMost,17,47,1,1,8
oseroAI,nMost,17,47,1,1,9
oseroAI,nMost,27,37,1,1,10
oseroAI,nMost,29,35,1,1,11
oseroAI,nMost,37,27,1,1,12
oseroAI,nMost,17,47,1,1,13
oseroAI,nMost,28,36,1,1,14
oseroAI,nMost,20,44,1,1,15
oseroAI,nMost,32,32,1,1,16
oseroAI,nMost,27,37,1,1,17
oseroAI,nMost,20,44,1,1,18
oseroAI,nMost,37,27,1,1,19
oseroAI,nMost,27,37,1,1,20
oseroAI,nMost,36,28,1,1,21
oseroAI,nMost,36,28,1,1,22
oseroAI,nMost,28,36,1,1,23
oseroAI,nMost,17,47,1,1,24
oseroAI,nMost,16,48,1,1,25
oseroAI,nMost,30,34,1,1,26
oseroAI,nMost,31,33,1,1,27
oseroAI,nMost,32,32,1,1,28
oseroAI,nMost,17,47,1,1,29
oseroAI,nMost,27,37,1,1,30
oseroAI,nMost,28,36,1,1,31
oseroAI,nMost,18,46,1,1,32
oseroAI,nMost,35,29,1,1,33
oseroAI,nMost,23,41,1,1,34
oseroAI,nMost,23,41,1,1,35
oseroAI,nMost,17,47,1,1,36
oseroAI,nMost,28,36,1,1,37
oseroAI,nMost,29,35,1,1,38
oseroAI,nMost,32,32,1,1,39
oseroAI,nMost,17,47,1,1,40
oseroAI,nMost,36,28,1,1,41
oseroAI,nMost,30,34,1,1,42
oseroAI,nMost,37,27,1,1,43
oseroAI,nMost,22,42,1,1,44
oseroAI,nMost,19,45,1,1,45
oseroAI,nMost,32,32,1,1,46
oseroAI,nMost,38,26,1,1,47
oseroAI,nMost,34,30,1,1,48
oseroAI,nMost,18,46,1,1,49
oseroAI,nMost,36,28,1,1,50
oseroAI,nMost,24,40,1,1,51
oseroAI,nMost,21,43,1,1,52
oseroAI,nMost,31,33,1,1,53
oseroAI,nMost,31,33,1,1,54
oseroAI,nMost,17,47,1,1,55
oseroAI,nMost,17,47,1,1,56
oseroAI,nMost,36,28,1,1,57
oseroAI,nMost,23,41,1,1,58
oseroAI,nMost,44,20,1,1,59
oseroAI,nMost,17,47,1,1,60
oseroAI,nMost,22,42,1,1,61
oseroAI,nMost,31,33,1,1,62
oseroAI,nMost,28,36,1,1,63
oseroAI,nMost,32,32,1,1,64
oseroAI,nMost,29,35,1,1,65
oseroAI,nMost,36,28,1,1,66
oseroAI,nMost,34,30,1,1,67
oseroAI,nMost,17,47,1,1,68
oseroAI,nMost,36,28,1,1,69
oseroAI,nMost,32,32,1,1,70
oseroAI,nMost,25,39,1,1,71
oseroAI,nMost,32,32,1,1,72
oseroAI,nMost,36,28,1,1,73
oseroAI,nMost,30,34,1,1,74
oseroAI,nMost,32,32,1,1,75
oseroAI,nMost,21,43,1,1,76
oseroAI,nMost,29,35,1,1,77
oseroAI,nMost,32,32,1,1,78
oseroAI,nMost,30,34,1,1,79
oseroAI,nMost,18,46,1,1,80
oseroAI,nMost,27,37,1,1,81
oseroAI,nMost,36,28,1,1,82
oseroAI,nMost,28,36,1,1,83
oseroAI,nMost,17,47,1,1,84
oseroAI,nMost,27,37,1,1,85
oseroAI,nMost,19,45,1,1,86
oseroAI,nMost,24,40,1,1,87
oseroAI,nMost,27,37,1,1,88
oseroAI,nMost,17,47,1,1,89
oseroAI,nMost,34,30,1,1,90
oseroAI,nMost,39,25,1,1,91
oseroAI,nMost,29,35,1,1,92
oseroAI,nMost,32,32,1,1,93
oseroAI,nMost,36,28,1,1,94
oseroAI,nMost,32,32,1,1,95
oseroAI,nMost,17,47,1,1,96
oseroAI,nMost,17,47,1,1,97
oseroAI,nMost,16,48,1,1,98
oseroAI,nMost,31,33,1,1,99
oseroAI,nMost,22,42,1,2,0
oseroAI,nMost,16,48,1,2,1
oseroAI,nMost,36,28,1,2,2
oseroAI,nMost,32,32,1,2,3
oseroAI,nMost,27,37,1,2,4
oseroAI,nMost,24,40,1,2,5
oseroAI,nMost,36,28,1,2,6
oseroAI,nMost,34,30,1,2,7
